AirportID,Latitude,Longitude,AirportLatitude,AirportLongitude,PayingPax,Fare
PHX,33.644061,-112.22329,33.435893,-112.008254,1,25
PHX,33.683434,-111.966133,33.435893,-112.008254,2,46
PHX,33.70684,-112.11428,33.435893,-112.008254,1,30
PHX,33.450308,-112.07358,33.435893,-112.008254,2,26
PHX,33.451859,-112.07003,33.435893,-112.008254,1,12
PHX,33.681377,-111.968137,33.435893,-112.008254,1,17.6
PHX,33.451479,-112.0793,33.435893,-112.008254,1,13
PHX,33.451859,-112.07003,33.435893,-112.008254,2,26
PHX,33.683527,-111.965911,33.435893,-112.008254,1,22
PHX,33.452292,-112.070359,33.435893,-112.008254,1,12
PHX,33.683527,-111.965911,33.435893,-112.008254,2,44
PHX,33.452237,-112.070541,33.435893,-112.008254,1,12
PHX,33.484292,-111.92603,33.435893,-112.008254,1,17
