,AirportID,Latitude,Longitude,AirportLatitude,AirportLongitude,PayingPax,Fare,Distance_mile
334,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
335,PHX,33.375233,-111.971407,33.435893,-112.008254,1,17.0,6.30920951216
336,PHX,33.548567,-111.916362,33.435893,-112.008254,1,20.0,13.0698410333
337,PHX,33.625064,-111.933618,33.435893,-112.008254,3,63.0,17.355875919
338,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
339,PHX,33.625796,-111.932793,33.435893,-112.008254,1,20.0,17.4539189705
340,PHX,33.449946,-112.071984,33.435893,-112.008254,3,39.0,4.64074112926
341,PHX,33.566803,-111.92161,33.435893,-112.008254,1,20.0,14.0262437705
342,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
343,PHX,33.449946,-112.071984,33.435893,-112.008254,2,26.0,4.64074112926
344,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
345,PHX,33.525269,-112.023142,33.435893,-112.008254,1,14.0,7.0264256314
346,PHX,33.645159,-111.917536,33.435893,-112.008254,1,25.0,19.6691745689
347,PHX,33.532799,-112.263446,33.435893,-112.008254,1,24.0,21.3874014785
348,PHX,33.449946,-112.071984,33.435893,-112.008254,2,26.0,4.64074112926
349,PHX,33.516701,-112.03003,33.435893,-112.008254,1,15.0,6.8317879666
350,PHX,33.449946,-112.071984,33.435893,-112.008254,3,36.0,4.64074112926
351,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
352,PHX,33.512365,-112.11689,33.435893,-112.008254,2,30.0,11.5355492982
353,PHX,33.516701,-112.03003,33.435893,-112.008254,1,15.0,6.8317879666
354,PHX,33.378406,-111.96357,33.435893,-112.008254,1,15.0,6.54160585618
355,PHX,33.637686,-111.896871,33.435893,-112.008254,1,25.0,20.3436556481
356,PHX,33.522442,-112.02228,33.435893,-112.008254,1,14.0,6.78165072667
357,PHX,33.452292,-112.070359,33.435893,-112.008254,1,13.0,4.70906809151
358,PHX,33.516701,-112.03003,33.435893,-112.008254,1,15.0,6.8317879666
359,PHX,33.449593,-112.07132,33.435893,-112.008254,1,13.0,4.57813076474
360,PHX,33.644802,-111.9146,33.435893,-112.008254,1,25.0,19.8136441274
361,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
362,PHX,33.512365,-112.11689,33.435893,-112.008254,1,15.0,11.5355492982
363,PHX,33.350044,-111.974612,33.435893,-112.008254,1,17.0,7.86319541271
364,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
365,PHX,33.639224,-111.89621,33.435893,-112.008254,1,24.0,20.4878840566
366,PHX,33.333629,-111.970239,33.435893,-112.008254,1,17.0,9.24806838967
367,PHX,33.449946,-112.071984,33.435893,-112.008254,2,26.0,4.64074112926
368,PHX,33.524305,-112.022672,33.435893,-112.008254,2,30.0,6.93281712549
369,PHX,33.568564,-112.115408,33.435893,-112.008254,1,17.0,15.3291444229
370,PHX,33.645159,-111.917536,33.435893,-112.008254,1,25.0,19.6691745689
371,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
372,PHX,33.683434,-111.966133,33.435893,-112.008254,1,23.0,19.5118508907
373,PHX,33.660221,-112.37813,33.435893,-112.008254,1,32.0,36.7879628463
374,PHX,33.492289,-112.07529,33.435893,-112.008254,1,15.0,7.75375355722
375,PHX,33.494822,-111.92322,33.435893,-112.008254,2,30.0,8.96525067686
376,PHX,33.49681,-111.92484,33.435893,-112.008254,3,45.0,9.00915582912
377,PHX,33.376256,-111.97182,33.435893,-112.008254,1,17.0,6.2148118569
378,PHX,33.376256,-111.97182,33.435893,-112.008254,1,17.0,6.2148118569
379,PHX,33.683434,-111.966133,33.435893,-112.008254,1,23.0,19.5118508907
380,PHX,33.376256,-111.97182,33.435893,-112.008254,1,17.0,6.2148118569
381,PHX,33.512365,-112.11689,33.435893,-112.008254,1,15.0,11.5355492982
382,PHX,33.49681,-111.92484,33.435893,-112.008254,4,60.0,9.00915582912
383,PHX,33.449946,-112.071984,33.435893,-112.008254,1,12.0,4.64074112926
384,PHX,33.376256,-111.97182,33.435893,-112.008254,1,16.0,6.2148118569
385,PHX,33.376256,-111.97182,33.435893,-112.008254,1,17.0,6.2148118569
386,PHX,33.575386,-111.926619,33.435893,-112.008254,4,84.0,14.3301451117
387,PHX,33.49681,-111.92484,33.435893,-112.008254,2,30.0,9.00915582912
388,PHX,33.376256,-111.97182,33.435893,-112.008254,1,16.0,6.2148118569
389,PHX,33.376212,-111.96213,33.435893,-112.008254,1,15.0,6.77598211595
390,PHX,33.572168,-112.115979,33.435893,-112.008254,1,16.0,15.6107879905
391,PHX,33.625064,-111.933618,33.435893,-112.008254,1,21.0,17.355875919
392,PHX,33.637048,-112.236807,33.435893,-112.008254,1,25.0,27.0484801342
393,PHX,33.637686,-111.896871,33.435893,-112.008254,1,25.0,20.3436556481
394,PHX,33.645159,-111.917536,33.435893,-112.008254,1,25.0,19.6691745689
395,PHX,33.447393,-112.073268,33.435893,-112.008254,1,13.0,4.53848542934
396,PHX,33.522442,-112.02228,33.435893,-112.008254,1,15.0,6.78165072667
397,PHX,33.447393,-112.073268,33.435893,-112.008254,1,13.0,4.53848542934
398,PHX,33.625796,-111.932793,33.435893,-112.008254,1,20.0,17.4539189705
399,PHX,33.639224,-111.89621,33.435893,-112.008254,1,15.0,20.4878840566
400,PHX,33.513855,-111.890138,33.435893,-112.008254,1,16.0,12.1844292555
401,PHX,33.639224,-111.89621,33.435893,-112.008254,2,30.0,20.4878840566
402,PHX,33.639224,-111.89621,33.435893,-112.008254,2,30.0,20.4878840566
403,PHX,33.374266,-111.971726,33.435893,-112.008254,1,16.0,6.35757955424
404,PHX,33.639224,-111.89621,33.435893,-112.008254,5,85.0,20.4878840566
405,PHX,33.378002,-111.96311,33.435893,-112.008254,1,14.0,6.59598615919
406,PHX,33.49681,-111.92484,33.435893,-112.008254,4,60.0,9.00915582912
407,PHX,33.639224,-111.89621,33.435893,-112.008254,1,15.0,20.4878840566
408,PHX,33.707012,-112.113371,33.435893,-112.008254,1,30.0,24.7677469824
409,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
410,PHX,33.573896,-112.115815,33.435893,-112.008254,1,16.0,15.7206114597
411,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
412,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
413,PHX,33.376946,-111.962079,33.435893,-112.008254,1,14.0,6.72825765136
414,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
415,PHX,33.375233,-111.971407,33.435893,-112.008254,1,17.0,6.30920951216
416,PHX,33.374266,-111.971726,33.435893,-112.008254,2,32.0,6.35757955424
417,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
418,PHX,33.509949,-111.925991,33.435893,-112.008254,1,13.6,9.84973706059
419,PHX,33.376946,-111.962079,33.435893,-112.008254,1,14.0,6.72825765136
420,PHX,33.376256,-111.97182,33.435893,-112.008254,1,16.0,6.2148118569
421,PHX,33.707012,-112.113371,33.435893,-112.008254,1,30.0,24.7677469824
422,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
423,PHX,33.452292,-112.070359,33.435893,-112.008254,1,13.0,4.70906809151
424,PHX,33.547723,-111.92569,33.435893,-112.008254,2,34.0,12.4743041634
425,PHX,33.508805,-111.92525,33.435893,-112.008254,1,17.0,9.81345688959
426,PHX,33.451859,-112.07003,33.435893,-112.008254,4,52.0,4.66023161173
427,PHX,33.451859,-112.07003,33.435893,-112.008254,7,91.0,4.66023161173
428,PHX,33.451859,-112.07003,33.435893,-112.008254,2,26.0,4.66023161173
429,PHX,33.639224,-111.89621,33.435893,-112.008254,2,50.0,20.4878840566
430,PHX,33.530694,-111.924209,33.435893,-112.008254,1,16.0,11.384235727
431,PHX,33.452292,-112.070359,33.435893,-112.008254,1,13.0,4.70906809151
432,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
433,PHX,33.449593,-112.07132,33.435893,-112.008254,1,13.0,4.57813076474
434,PHX,33.451859,-112.07003,33.435893,-112.008254,2,26.0,4.66023161173
435,PHX,33.452292,-112.070359,33.435893,-112.008254,1,13.0,4.70906809151
436,PHX,33.424066,-111.98084,33.435893,-112.008254,1,13.0,2.39533709595
437,PHX,33.374266,-111.971726,33.435893,-112.008254,1,16.0,6.35757955424
438,PHX,33.374266,-111.971726,33.435893,-112.008254,1,16.0,6.35757955424
439,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
440,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
441,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
442,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
443,PHX,33.374266,-111.971726,33.435893,-112.008254,2,34.0,6.35757955424
444,PHX,33.683434,-111.966133,33.435893,-112.008254,1,22.0,19.5118508907
445,PHX,33.625064,-111.933618,33.435893,-112.008254,1,21.0,17.355875919
446,PHX,33.644061,-112.22329,33.435893,-112.008254,1,25.0,26.7539662392
447,PHX,33.683434,-111.966133,33.435893,-112.008254,2,46.0,19.5118508907
448,PHX,33.70684,-112.11428,33.435893,-112.008254,1,30.0,24.8082326217
449,PHX,33.450308,-112.07358,33.435893,-112.008254,2,26.0,4.75765485929
450,PHX,33.451859,-112.07003,33.435893,-112.008254,1,12.0,4.66023161173
451,PHX,33.681377,-111.968137,33.435893,-112.008254,1,17.6,19.2544448413
452,PHX,33.451479,-112.0793,33.435893,-112.008254,1,13.0,5.16794507061
453,PHX,33.451859,-112.07003,33.435893,-112.008254,2,26.0,4.66023161173
454,PHX,33.683527,-111.965911,33.435893,-112.008254,1,22.0,19.5310568738
455,PHX,33.452292,-112.070359,33.435893,-112.008254,1,12.0,4.70906809151
456,PHX,33.683527,-111.965911,33.435893,-112.008254,2,44.0,19.5310568738
457,PHX,33.452237,-112.070541,33.435893,-112.008254,1,12.0,4.71575489074
458,PHX,33.484292,-111.92603,33.435893,-112.008254,1,17.0,8.07659813459
459,PHX,33.661613,-111.958925,33.435893,-112.008254,1,22.0,18.4208988216
460,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
461,PHX,33.449946,-112.071984,33.435893,-112.008254,1,13.0,4.64074112926
462,PHX,33.409918,-112.03109,33.435893,-112.008254,1,11.0,3.10816991048
463,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
464,PHX,33.540113,-111.869848,33.435893,-112.008254,1,21.0,15.1654853266
465,PHX,33.45762,-112.303494,33.435893,-112.008254,1,21.0,18.5051294513
466,PHX,33.624801,-111.933007,33.435893,-112.008254,1,21.0,17.3729161068
467,PHX,33.542645,-112.259324,33.435893,-112.008254,1,24.0,21.829567739
468,PHX,33.625796,-111.932793,33.435893,-112.008254,1,21.0,17.4539189705
469,PHX,33.534068,-111.964607,33.435893,-112.008254,1,17.0,9.29023519096
470,PHX,33.446385,-112.07404,33.435893,-112.008254,1,13.0,4.51337779142
471,PHX,33.566811,-111.918196,33.435893,-112.008254,1,21.0,14.2234385611
472,PHX,33.454753,-112.06628,33.435893,-112.008254,1,13.0,4.64398487452
473,PHX,33.493347,-112.351202,33.435893,-112.008254,1,24.0,23.7189965736
474,PHX,33.62296,-111.93392,33.435893,-112.008254,1,20.0,17.1932591659
475,PHX,33.393838,-111.69476,33.435893,-112.008254,1,21.0,20.9596139339
476,PHX,33.634176,-112.377086,33.435893,-112.008254,1,32.0,34.9301566615
477,PHX,33.530945,-111.97211,33.435893,-112.008254,1,17.0,8.64251556445
478,PHX,33.376923,-111.96323,33.435893,-112.008254,1,13.0,6.6635488243
479,PHX,33.492289,-112.07529,33.435893,-112.008254,1,15.0,7.75375355722
480,PHX,33.350044,-111.974612,33.435893,-112.008254,1,17.0,7.86319541271
481,PHX,33.70684,-112.11428,33.435893,-112.008254,2,60.0,24.8082326217
482,PHX,33.805912,-111.92743,33.435893,-112.008254,1,31.0,30.1947540924
483,PHX,33.333648,-111.970302,33.435893,-112.008254,1,18.0,9.24312824484
484,PHX,33.683434,-111.966133,33.435893,-112.008254,1,23.0,19.5118508907
485,PHX,33.609111,-111.926784,33.435893,-112.008254,1,21.0,16.6484018236
486,PHX,33.64373,-112.3772,33.435893,-112.008254,1,32.0,35.5961572945
487,PHX,33.639224,-111.89621,33.435893,-112.008254,2,34.0,20.4878840566
488,PHX,33.333629,-111.970239,33.435893,-112.008254,1,18.0,9.24806838967
489,PHX,33.822309,-111.90861,33.435893,-112.008254,1,32.0,32.4105158409
490,PHX,33.333629,-111.970239,33.435893,-112.008254,1,18.0,9.24806838967
491,PHX,33.710959,-112.10297,33.435893,-112.008254,2,60.0,24.441090008
492,PHX,33.607978,-111.92597,33.435893,-112.008254,1,21.0,16.6170856117
493,PHX,33.639224,-111.89621,33.435893,-112.008254,2,34.0,20.4878840566
494,PHX,33.639224,-111.89621,33.435893,-112.008254,2,34.0,20.4878840566
495,PHX,33.566803,-111.92161,33.435893,-112.008254,1,21.0,14.0262437705
496,PHX,33.333629,-111.970239,33.435893,-112.008254,1,18.0,9.24806838967
497,PHX,33.333629,-111.970239,33.435893,-112.008254,1,18.0,9.24806838967
498,PHX,33.639224,-111.89621,33.435893,-112.008254,3,54.0,20.4878840566
499,PHX,33.639224,-111.89621,33.435893,-112.008254,2,36.0,20.4878840566
500,PHX,33.580041,-112.1207,33.435893,-112.008254,1,17.0,16.4261210515
501,PHX,33.624801,-111.933007,33.435893,-112.008254,1,20.0,17.3729161068
502,PHX,33.495071,-111.92338,33.435893,-112.008254,2,30.0,8.97322128472
503,PHX,33.447393,-112.073269,33.435893,-112.008254,2,26.0,4.53854302823
504,PHX,33.518225,-112.004898,33.435893,-112.008254,1,17.0,5.87600552675
505,PHX,33.540935,-111.926711,33.435893,-112.008254,1,16.0,11.9469756507
506,PHX,33.522442,-112.02228,33.435893,-112.008254,2,28.0,6.78165072667
507,PHX,33.595732,-111.98569,33.435893,-112.008254,1,20.0,12.3320385325
508,PHX,33.511077,-112.024948,33.435893,-112.008254,1,15.0,6.15089171681
509,PHX,33.452292,-112.070359,33.435893,-112.008254,1,13.0,4.70906809151
510,PHX,33.625796,-111.932793,33.435893,-112.008254,1,20.0,17.4539189705
511,PHX,33.545272,-111.89224,33.435893,-112.008254,1,21.0,14.2318145861
512,PHX,33.639669,-111.925821,33.435893,-112.008254,1,25.0,18.8130380151
513,PHX,33.266517,-111.99318,33.435893,-112.008254,1,22.0,12.5588837951
514,PHX,33.452292,-112.070359,33.435893,-112.008254,1,12.0,4.70906809151
515,PHX,33.639224,-111.89621,33.435893,-112.008254,1,15.0,20.4878840566
516,PHX,33.495071,-111.92338,33.435893,-112.008254,2,30.0,8.97322128472
517,PHX,33.639224,-111.89621,33.435893,-112.008254,2,30.0,20.4878840566
518,PHX,33.639224,-111.89621,33.435893,-112.008254,2,34.0,20.4878840566
519,PHX,33.513629,-112.04749,33.435893,-112.008254,1,15.0,7.62542969535
520,PHX,33.639224,-111.89621,33.435893,-112.008254,1,15.0,20.4878840566
521,PHX,33.62296,-111.93392,33.435893,-112.008254,1,21.0,17.1932591659
522,PHX,33.572807,-112.11668,33.435893,-112.008254,1,17.0,15.6952697481
523,PHX,33.452292,-112.070359,33.435893,-112.008254,1,13.0,4.70906809151
524,PHX,33.594613,-112.063948,33.435893,-112.008254,3,48.0,14.1630545443
525,PHX,33.51133,-112.113512,33.435893,-112.008254,1,15.0,11.2695426774
526,PHX,33.594613,-112.063948,33.435893,-112.008254,1,17.0,14.1630545443
527,PHX,33.583157,-111.889903,33.435893,-112.008254,2,44.0,16.9813144438
528,PHX,33.594613,-112.063948,33.435893,-112.008254,2,32.0,14.1630545443
529,PHX,33.50634,-112.032032,33.435893,-112.008254,1,15.0,6.23196598801
530,PHX,33.51133,-112.113512,33.435893,-112.008254,1,15.0,11.2695426774
531,PHX,33.512365,-112.11689,33.435893,-112.008254,1,15.0,11.5355492982
532,PHX,33.629356,-111.938205,33.435893,-112.008254,1,28.0,17.387911402
533,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
534,PHX,33.495071,-111.92338,33.435893,-112.008254,2,30.0,8.97322128472
535,PHX,33.449668,-112.07289,33.435893,-112.008254,1,13.0,4.67373766425
536,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
537,PHX,33.625796,-111.932793,33.435893,-112.008254,1,20.0,17.4539189705
538,PHX,33.495071,-111.92338,33.435893,-112.008254,2,30.0,8.97322128472
539,PHX,33.49681,-111.92484,33.435893,-112.008254,2,34.0,9.00915582912
540,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
541,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
542,PHX,33.540688,-112.26064,33.435893,-112.008254,1,24.0,21.7702921503
543,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
544,PHX,33.707012,-112.113371,33.435893,-112.008254,1,30.0,24.7677469824
545,PHX,33.583504,-111.790131,33.435893,-112.008254,1,25.0,22.7520202127
546,PHX,33.374266,-111.971726,33.435893,-112.008254,1,16.0,6.35757955424
547,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
548,PHX,33.374266,-111.971726,33.435893,-112.008254,1,16.0,6.35757955424
549,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
550,PHX,33.540935,-111.926711,33.435893,-112.008254,1,17.0,11.9469756507
551,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
552,PHX,33.374266,-111.971726,33.435893,-112.008254,1,16.0,6.35757955424
553,PHX,33.375233,-111.971407,33.435893,-112.008254,1,16.0,6.30920951216
554,PHX,33.580696,-112.11753,33.435893,-112.008254,1,16.0,16.2887418597
555,PHX,33.375233,-111.971407,33.435893,-112.008254,1,17.0,6.30920951216
556,PHX,33.375233,-111.971407,33.435893,-112.008254,1,16.0,6.30920951216
557,PHX,33.377129,-111.962133,33.435893,-112.008254,1,15.0,6.71251631985
558,PHX,33.545272,-111.89224,33.435893,-112.008254,1,21.0,14.2318145861
559,PHX,33.53187,-112.2636,33.435893,-112.008254,1,24.0,21.3321504408
560,PHX,33.389764,-111.84098,33.435893,-112.008254,1,17.0,12.8187038884
561,PHX,33.304094,-111.842729,33.435893,-112.008254,1,21.0,18.6310618795
562,PHX,33.376256,-111.97182,33.435893,-112.008254,1,17.0,6.2148118569
563,PHX,33.451859,-112.07003,33.435893,-112.008254,1,12.0,4.66023161173
564,PHX,33.449593,-112.07132,33.435893,-112.008254,1,13.0,4.57813076474
565,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
566,PHX,33.451859,-112.07003,33.435893,-112.008254,1,12.0,4.66023161173
567,PHX,33.375233,-111.971407,33.435893,-112.008254,1,17.0,6.30920951216
568,PHX,33.374266,-111.971726,33.435893,-112.008254,4,68.0,6.35757955424
569,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
570,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
571,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
572,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
573,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
574,PHX,33.374266,-111.971726,33.435893,-112.008254,1,17.0,6.35757955424
575,PHX,33.375233,-111.971407,33.435893,-112.008254,1,17.0,6.30920951216
576,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
577,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
578,PHX,33.541244,-112.261101,33.435893,-112.008254,1,24.0,21.8352213483
579,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
580,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
581,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
582,PHX,33.451859,-112.07003,33.435893,-112.008254,6,72.0,4.66023161173
583,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
584,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
585,PHX,33.350044,-111.974612,33.435893,-112.008254,1,17.0,7.86319541271
586,PHX,33.493466,-112.35531,33.435893,-112.008254,1,25.0,23.9638261117
587,PHX,33.374266,-111.971726,33.435893,-112.008254,2,34.0,6.35757955424
588,PHX,33.683434,-111.966133,33.435893,-112.008254,1,23.0,19.5118508907
589,PHX,33.495472,-111.923171,33.435893,-112.008254,1,16.0,9.01293719882
590,PHX,33.53187,-112.2636,33.435893,-112.008254,1,23.0,21.3321504408
591,PHX,33.625796,-111.932793,33.435893,-112.008254,1,21.0,17.4539189705
592,PHX,33.683527,-111.965911,33.435893,-112.008254,2,44.0,19.5310568738
593,PHX,33.625796,-111.932793,33.435893,-112.008254,1,21.0,17.4539189705
594,PHX,33.454753,-112.06628,33.435893,-112.008254,1,12.0,4.64398487452
595,PHX,33.454753,-112.06628,33.435893,-112.008254,1,12.0,4.64398487452
596,PHX,33.454753,-112.06628,33.435893,-112.008254,1,13.0,4.64398487452
597,PHX,33.454753,-112.06628,33.435893,-112.008254,1,13.0,4.64398487452
598,PHX,33.625796,-111.932793,33.435893,-112.008254,1,21.0,17.4539189705
599,PHX,33.625796,-111.932793,33.435893,-112.008254,1,21.0,17.4539189705
600,PHX,33.683527,-111.965911,33.435893,-112.008254,1,22.0,19.5310568738
601,PHX,33.625796,-111.932793,33.435893,-112.008254,2,42.0,17.4539189705
602,PHX,33.386703,-111.917633,33.435893,-112.008254,1,19.0,8.61485228105
603,PHX,33.641856,-111.92539,33.435893,-112.008254,1,25.0,18.9888138353
604,PHX,33.634176,-112.377086,33.435893,-112.008254,1,32.0,34.9301566615
605,PHX,33.634176,-112.377086,33.435893,-112.008254,1,32.0,34.9301566615
606,PHX,33.493998,-112.355483,33.435893,-112.008254,1,25.0,24.0105103096
607,PHX,33.465147,-112.16926,33.435893,-112.008254,1,17.0,11.2929310782
608,PHX,33.624801,-111.933007,33.435893,-112.008254,1,21.0,17.3729161068
609,PHX,33.414623,-111.816765,33.435893,-112.008254,1,20.0,12.4976474909
610,PHX,33.5122,-111.8915,33.435893,-112.008254,3,51.0,11.9917484756
611,PHX,33.6813,-111.9662,33.435893,-112.008254,1,23.0,19.3606992229
612,PHX,33.580025,-112.11379,33.435893,-112.008254,3,51.0,16.02700838
613,PHX,33.500996,-111.9213,33.435893,-112.008254,1,17.0,9.5019812019
614,PHX,33.541244,-112.261101,33.435893,-112.008254,1,24.0,21.8352213483
615,PHX,33.638737,-111.922913,33.435893,-112.008254,1,24.0,18.9162072669
616,PHX,33.579095,-112.120134,33.435893,-112.008254,1,17.0,16.3282254487
617,PHX,33.730954,-111.85107,33.435893,-112.008254,1,26.4,29.4192683063
618,PHX,33.635119,-112.23282,33.435893,-112.008254,1,25.0,26.685690398
619,PHX,33.635119,-112.23282,33.435893,-112.008254,1,25.0,26.685690398
620,PHX,33.534068,-111.964607,33.435893,-112.008254,1,17.0,9.29023519096
621,PHX,33.634479,-112.23402,33.435893,-112.008254,1,25.0,26.7106350756
622,PHX,33.579059,-111.923227,33.435893,-112.008254,1,20.0,14.7790376609
623,PHX,33.333629,-111.970239,33.435893,-112.008254,1,18.0,9.24806838967
624,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
625,PHX,33.298725,-111.89324,33.435893,-112.008254,1,21.0,16.0922627654
626,PHX,33.333629,-111.970239,33.435893,-112.008254,1,18.0,9.24806838967
627,PHX,33.49748,-111.923454,33.435893,-112.008254,2,34.0,9.13523250607
628,PHX,33.523618,-112.023156,33.435893,-112.008254,2,30.0,6.91327700829
629,PHX,33.596778,-112.064907,33.435893,-112.008254,3,48.0,14.3677241022
630,PHX,33.594613,-112.063948,33.435893,-112.008254,2,34.0,14.1630545443
631,PHX,33.446385,-112.074043,33.435893,-112.008254,1,13.0,4.5135505881
632,PHX,33.658278,-112.377314,33.435893,-112.008254,1,32.0,36.6068528446
633,PHX,33.522442,-112.02228,33.435893,-112.008254,1,15.0,6.78165072667
634,PHX,33.266604,-111.992501,33.435893,-112.008254,1,21.0,12.5919885485
635,PHX,33.266517,-111.99318,33.435893,-112.008254,1,21.0,12.5588837951
636,PHX,33.409279,-111.961434,33.435893,-112.008254,2,30.0,4.53372676873
637,PHX,33.6813,-111.9662,33.435893,-112.008254,2,46.0,19.3606992229
638,PHX,33.634466,-111.92555,33.435893,-112.008254,1,25.0,18.4695268395
639,PHX,33.451859,-112.07003,33.435893,-112.008254,2,26.0,4.66023161173
640,PHX,33.452136,-112.07374,33.435893,-112.008254,2,26.0,4.8930425503
641,PHX,33.387685,-111.78817,33.435893,-112.008254,2,42.0,16.003996646
642,PHX,33.266517,-111.99318,33.435893,-112.008254,1,22.0,12.5588837951
643,PHX,33.548098,-111.91671,33.435893,-112.008254,1,21.0,13.0174253904
644,PHX,33.266517,-111.99318,33.435893,-112.008254,1,22.0,12.5588837951
645,PHX,33.523875,-111.95842,33.435893,-112.008254,1,16.0,8.94306025139
646,PHX,33.493466,-112.35531,33.435893,-112.008254,1,25.0,23.9638261117
647,PHX,33.70684,-112.11428,33.435893,-112.008254,1,30.0,24.8082326217
648,PHX,33.5248,-112.26359,33.435893,-112.008254,1,24.0,20.8435902583
649,PHX,33.452478,-112.070665,33.435893,-112.008254,1,13.0,4.73953140975
650,PHX,33.451859,-112.07003,33.435893,-112.008254,2,26.0,4.66023161173
651,PHX,33.266604,-111.992501,33.435893,-112.008254,2,44.0,12.5919885485
652,PHX,33.266604,-111.992501,33.435893,-112.008254,1,21.0,12.5919885485
653,PHX,33.452237,-112.070541,33.435893,-112.008254,1,12.0,4.71575489074
654,PHX,33.572168,-112.115979,33.435893,-112.008254,1,16.0,15.6107879905
655,PHX,33.49681,-111.92484,33.435893,-112.008254,6,102.0,9.00915582912
656,PHX,33.414985,-111.81722,33.435893,-112.008254,2,42.0,12.4464541088
657,PHX,33.542375,-111.9259,33.435893,-112.008254,2,34.0,12.0930797583
658,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
659,PHX,33.451859,-112.07003,33.435893,-112.008254,1,13.0,4.66023161173
660,PHX,33.495071,-111.92338,33.435893,-112.008254,2,30.0,8.97322128472
661,PHX,33.449593,-112.07132,33.435893,-112.008254,1,13.0,4.57813076474
662,PHX,33.542375,-111.9259,33.435893,-112.008254,1,17.0,12.0930797583
663,PHX,33.49681,-111.92484,33.435893,-112.008254,2,30.0,9.00915582912
664,PHX,33.548098,-111.91671,33.435893,-112.008254,1,21.0,13.0174253904
665,PHX,33.49681,-111.92484,33.435893,-112.008254,3,51.0,9.00915582912
666,PHX,33.499129,-111.92441,33.435893,-112.008254,1,17.0,9.19398492925
667,PHX,33.49681,-111.92484,33.435893,-112.008254,2,34.0,9.00915582912
668,PHX,33.594613,-112.063948,33.435893,-112.008254,2,32.0,14.1630545443
669,PHX,33.644802,-111.9146,33.435893,-112.008254,1,25.0,19.8136441274
670,PHX,33.580025,-112.11379,33.435893,-112.008254,1,17.0,16.02700838
671,PHX,33.658278,-112.377314,33.435893,-112.008254,2,64.0,36.6068528446
672,PHX,33.493806,-112.355097,33.435893,-112.008254,1,25.0,23.975024979
673,PHX,33.594613,-112.063948,33.435893,-112.008254,1,16.0,14.1630545443
